epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1747090554000,2025-05-12T22:55:54.000000,0.0,-0.28,-0.14,-0.53
1747090554010,2025-05-12T22:55:54.010000,0.01,-0.24,-0.03,-0.22
1747090554020,2025-05-12T22:55:54.020000,0.02,-0.11,0.09,-0.01
1747090554030,2025-05-12T22:55:54.030000,0.03,-0.01,0.2,0.11
1747090554040,2025-05-12T22:55:54.040000,0.04,0.05,0.25,0.21
1747090554050,2025-05-12T22:55:54.050000,0.05,0.11,0.23,0.19
1747090554060,2025-05-12T22:55:54.060000,0.06,0.18,0.2,0.1
1747090554070,2025-05-12T22:55:54.070000,0.07,0.23,0.14,-0.02
1747090554080,2025-05-12T22:55:54.080000,0.08,0.3,0.1,-0.17
1747090554090,2025-05-12T22:55:54.090000,0.09,0.4,0.13,-0.24
1747090554100,2025-05-12T22:55:54.100000,0.1,0.46,0.17,-0.24
1747090554110,2025-05-12T22:55:54.110000,0.11,0.46,0.13,-0.1
1747090554119,2025-05-12T22:55:54.119000,0.119,0.43,0.05,0.01
1747090554129,2025-05-12T22:55:54.129000,0.129,0.39,0.02,0.0
1747090554139,2025-05-12T22:55:54.139000,0.139,0.33,0.04,-0.02
1747090554150,2025-05-12T22:55:54.150000,0.15,0.26,0.04,0.02
1747090554159,2025-05-12T22:55:54.159000,0.159,0.29,0.05,0.06
1747090554169,2025-05-12T22:55:54.169000,0.169,0.33,0.06,0.03
1747090554179,2025-05-12T22:55:54.179000,0.179,0.28,0.02,0.01
1747090554189,2025-05-12T22:55:54.189000,0.189,0.2,-0.02,-0.01
1747090554199,2025-05-12T22:55:54.199000,0.199,0.19,-0.02,-0.07
1747090554209,2025-05-12T22:55:54.209000,0.209,0.18,0.02,-0.08
1747090554219,2025-05-12T22:55:54.219000,0.219,0.19,0.08,-0.08
1747090554229,2025-05-12T22:55:54.229000,0.229,0.14,0.07,-0.03
1747090554239,2025-05-12T22:55:54.239000,0.239,0.12,0.04,-0.03
1747090554249,2025-05-12T22:55:54.249000,0.249,0.16,0.01,-0.02
1747090554259,2025-05-12T22:55:54.259000,0.259,0.21,-0.08,0.13
1747090554269,2025-05-12T22:55:54.269000,0.269,0.21,-0.22,0.15
1747090554279,2025-05-12T22:55:54.279000,0.279,0.24,-0.28,0.03
1747090554289,2025-05-12T22:55:54.289000,0.289,0.28,-0.2,-0.14
1747090554299,2025-05-12T22:55:54.299000,0.299,0.24,-0.05,-0.21
1747090554309,2025-05-12T22:55:54.309000,0.309,0.14,0.07,-0.24
1747090554318,2025-05-12T22:55:54.318000,0.318,0.08,0.07,-0.21
1747090554328,2025-05-12T22:55:54.328000,0.328,0.07,-0.04,-0.17
1747090554339,2025-05-12T22:55:54.339000,0.339,0.09,-0.15,-0.17
1747090554348,2025-05-12T22:55:54.348000,0.348,0.14,-0.19,-0.16
1747090554358,2025-05-12T22:55:54.358000,0.358,0.11,-0.21,-0.21
1747090554368,2025-05-12T22:55:54.368000,0.368,0.02,-0.19,-0.21
1747090554378,2025-05-12T22:55:54.378000,0.378,-0.03,-0.15,-0.3
1747090554388,2025-05-12T22:55:54.388000,0.388,0.01,-0.08,-0.36
1747090554398,2025-05-12T22:55:54.398000,0.398,-0.01,-0.02,-0.45
1747090554408,2025-05-12T22:55:54.408000,0.408,-0.1,-0.04,-0.41
1747090554418,2025-05-12T22:55:54.418000,0.418,-0.17,-0.11,-0.3
1747090554428,2025-05-12T22:55:54.428000,0.428,-0.18,-0.18,-0.25
1747090554438,2025-05-12T22:55:54.438000,0.438,-0.14,-0.2,-0.37
1747090554448,2025-05-12T22:55:54.448000,0.448,-0.17,-0.21,-0.36
1747090554458,2025-05-12T22:55:54.458000,0.458,-0.2,-0.22,-0.23
1747090554468,2025-05-12T22:55:54.468000,0.468,-0.19,-0.24,-0.11
1747090554478,2025-05-12T22:55:54.478000,0.478,-0.16,-0.22,-0.15
1747090554488,2025-05-12T22:55:54.488000,0.488,-0.15,-0.18,-0.12
1747090554498,2025-05-12T22:55:54.498000,0.498,-0.12,-0.11,-0.07
1747090554508,2025-05-12T22:55:54.508000,0.508,-0.07,-0.04,-0.13
1747090554517,2025-05-12T22:55:54.517000,0.517,-0.04,-0.0,-0.2
1747090554528,2025-05-12T22:55:54.528000,0.528,-0.02,0.01,-0.25
1747090554537,2025-05-12T22:55:54.537000,0.537,-0.0,0.04,-0.24
1747090554547,2025-05-12T22:55:54.547000,0.547,0.05,0.06,-0.16
1747090554557,2025-05-12T22:55:54.557000,0.557,0.14,0.09,-0.15
1747090554567,2025-05-12T22:55:54.567000,0.567,0.25,0.1,-0.09
1747090554577,2025-05-12T22:55:54.577000,0.577,0.28,0.11,-0.08
1747090554587,2025-05-12T22:55:54.587000,0.587,0.32,0.12,-0.03
1747090554597,2025-05-12T22:55:54.597000,0.597,0.34,0.16,0.05
1747090554607,2025-05-12T22:55:54.607000,0.607,0.36,0.19,0.12
1747090554617,2025-05-12T22:55:54.617000,0.617,0.35,0.21,0.1
1747090554627,2025-05-12T22:55:54.627000,0.627,0.28,0.18,0.07
1747090554637,2025-05-12T22:55:54.637000,0.637,0.23,0.14,0.11
1747090554647,2025-05-12T22:55:54.647000,0.647,0.19,0.09,0.08
1747090554657,2025-05-12T22:55:54.657000,0.657,0.19,0.01,0.1
1747090554667,2025-05-12T22:55:54.667000,0.667,0.22,-0.03,0.12
1747090554677,2025-05-12T22:55:54.677000,0.677,0.25,-0.04,0.17
1747090554686,2025-05-12T22:55:54.686000,0.686,0.2,-0.04,0.18
1747090554696,2025-05-12T22:55:54.696000,0.696,0.13,-0.02,0.12
1747090554707,2025-05-12T22:55:54.707000,0.707,0.15,0.03,0.13
1747090554716,2025-05-12T22:55:54.716000,0.716,0.19,0.07,0.06
1747090554726,2025-05-12T22:55:54.726000,0.726,0.2,0.1,0.03
1747090554736,2025-05-12T22:55:54.736000,0.736,0.2,0.08,0.02
1747090554746,2025-05-12T22:55:54.746000,0.746,0.18,-0.02,0.06
1747090554756,2025-05-12T22:55:54.756000,0.756,0.16,-0.13,0.02
1747090554766,2025-05-12T22:55:54.766000,0.766,0.15,-0.14,-0.07
1747090554776,2025-05-12T22:55:54.776000,0.776,0.19,-0.12,-0.13
1747090554786,2025-05-12T22:55:54.786000,0.786,0.19,-0.1,-0.19
1747090554796,2025-05-12T22:55:54.796000,0.796,0.14,-0.08,-0.15
1747090554806,2025-05-12T22:55:54.806000,0.806,0.17,-0.04,-0.17
1747090554816,2025-05-12T22:55:54.816000,0.816,0.21,0.01,-0.19
1747090554826,2025-05-12T22:55:54.826000,0.826,0.25,0.07,-0.22
1747090554836,2025-05-12T22:55:54.836000,0.836,0.27,0.09,-0.2
1747090554846,2025-05-12T22:55:54.846000,0.846,0.29,0.01,-0.1
1747090554856,2025-05-12T22:55:54.856000,0.856,0.28,-0.11,-0.06
1747090554866,2025-05-12T22:55:54.866000,0.866,0.26,-0.19,-0.06
1747090554876,2025-05-12T22:55:54.876000,0.876,0.23,-0.16,-0.08
1747090554886,2025-05-12T22:55:54.886000,0.886,0.2,-0.09,-0.05
1747090554896,2025-05-12T22:55:54.896000,0.896,0.2,-0.07,0.01
1747090554906,2025-05-12T22:55:54.906000,0.906,0.23,-0.09,0.05
1747090554916,2025-05-12T22:55:54.916000,0.916,0.25,-0.13,0.07
1747090554925,2025-05-12T22:55:54.925000,0.925,0.27,-0.16,0.09
1747090554935,2025-05-12T22:55:54.935000,0.935,0.26,-0.1,0.03
1747090554945,2025-05-12T22:55:54.945000,0.945,0.26,0.0,-0.05
1747090554955,2025-05-12T22:55:54.955000,0.955,0.24,0.12,-0.13
1747090554965,2025-05-12T22:55:54.965000,0.965,0.22,0.13,-0.14
1747090554975,2025-05-12T22:55:54.975000,0.975,0.23,0.12,-0.11
1747090554985,2025-05-12T22:55:54.985000,0.985,0.3,0.08,-0.06
1747090554995,2025-05-12T22:55:54.995000,0.995,0.35,0.05,-0.01
1747090555005,2025-05-12T22:55:55.005000,1.005,0.33,0.03,0.08
1747090555015,2025-05-12T22:55:55.015000,1.015,0.31,0.04,0.12
1747090555025,2025-05-12T22:55:55.025000,1.025,0.29,0.03,0.13
1747090555035,2025-05-12T22:55:55.035000,1.035,0.26,-0.0,0.1
1747090555045,2025-05-12T22:55:55.045000,1.045,0.24,-0.04,0.1
1747090555055,2025-05-12T22:55:55.055000,1.055,0.27,-0.04,0.12
1747090555065,2025-05-12T22:55:55.065000,1.065,0.3,0.0,0.12
1747090555075,2025-05-12T22:55:55.075000,1.075,0.32,0.05,0.22
1747090555085,2025-05-12T22:55:55.085000,1.085,0.36,0.05,0.38
1747090555095,2025-05-12T22:55:55.095000,1.095,0.36,-0.03,0.45
1747090555105,2025-05-12T22:55:55.105000,1.105,0.31,-0.15,0.43
1747090555114,2025-05-12T22:55:55.114000,1.114,0.26,-0.17,0.38
1747090555125,2025-05-12T22:55:55.125000,1.125,0.24,-0.11,0.34
1747090555134,2025-05-12T22:55:55.134000,1.134,0.26,-0.05,0.36
1747090555144,2025-05-12T22:55:55.144000,1.144,0.28,-0.06,0.39
1747090555154,2025-05-12T22:55:55.154000,1.154,0.28,-0.1,0.36
1747090555164,2025-05-12T22:55:55.164000,1.164,0.21,-0.1,0.34
1747090555174,2025-05-12T22:55:55.174000,1.174,0.15,-0.08,0.39
1747090555184,2025-05-12T22:55:55.184000,1.184,0.06,-0.04,0.4
1747090555194,2025-05-12T22:55:55.194000,1.194,0.02,-0.0,0.41
1747090555204,2025-05-12T22:55:55.204000,1.204,0.15,0.08,0.37
1747090555214,2025-05-12T22:55:55.214000,1.214,0.31,0.19,0.3
1747090555224,2025-05-12T22:55:55.224000,1.224,0.32,0.23,0.35
1747090555234,2025-05-12T22:55:55.234000,1.234,0.22,0.15,0.57
1747090555244,2025-05-12T22:55:55.244000,1.244,0.13,0.03,0.65
1747090555254,2025-05-12T22:55:55.254000,1.254,0.04,-0.11,0.63
1747090555263,2025-05-12T22:55:55.263000,1.263,-0.03,-0.18,0.46
1747090555274,2025-05-12T22:55:55.274000,1.274,-0.17,-0.19,0.28
1747090555284,2025-05-12T22:55:55.284000,1.284,-0.32,-0.16,0.18
1747090555294,2025-05-12T22:55:55.294000,1.294,-0.4,-0.14,0.13
1747090555303,2025-05-12T22:55:55.303000,1.303,-0.41,-0.07,0.01
1747090555313,2025-05-12T22:55:55.313000,1.313,-0.34,-0.03,0.02
1747090555324,2025-05-12T22:55:55.324000,1.324,-0.21,-0.07,0.05
1747090555333,2025-05-12T22:55:55.333000,1.333,-0.07,-0.15,-0.01
1747090555343,2025-05-12T22:55:55.343000,1.343,0.09,-0.22,-0.08
1747090555353,2025-05-12T22:55:55.353000,1.353,0.25,-0.22,-0.14
1747090555363,2025-05-12T22:55:55.363000,1.363,0.33,-0.11,-0.13
1747090555373,2025-05-12T22:55:55.373000,1.373,0.36,-0.04,-0.02
1747090555383,2025-05-12T22:55:55.383000,1.383,0.34,-0.02,0.08
1747090555393,2025-05-12T22:55:55.393000,1.393,0.37,-0.05,0.15
1747090555403,2025-05-12T22:55:55.403000,1.403,0.44,-0.15,0.16
1747090555413,2025-05-12T22:55:55.413000,1.413,0.46,-0.25,0.17
1747090555423,2025-05-12T22:55:55.423000,1.423,0.45,-0.26,0.19
1747090555433,2025-05-12T22:55:55.433000,1.433,0.43,-0.21,0.19
1747090555443,2025-05-12T22:55:55.443000,1.443,0.42,-0.13,0.07
1747090555453,2025-05-12T22:55:55.453000,1.453,0.46,-0.07,-0.09
1747090555463,2025-05-12T22:55:55.463000,1.463,0.53,-0.05,-0.15
1747090555473,2025-05-12T22:55:55.473000,1.473,0.55,-0.11,-0.08
1747090555483,2025-05-12T22:55:55.483000,1.483,0.55,-0.23,-0.04
1747090555493,2025-05-12T22:55:55.493000,1.493,0.51,-0.38,-0.03
1747090555502,2025-05-12T22:55:55.502000,1.502,0.41,-0.52,-0.02
1747090555513,2025-05-12T22:55:55.513000,1.513,0.29,-0.61,-0.02
1747090555522,2025-05-12T22:55:55.522000,1.522,0.19,-0.72,-0.03
1747090555532,2025-05-12T22:55:55.532000,1.532,0.12,-0.8,-0.01
1747090555542,2025-05-12T22:55:55.542000,1.542,0.12,-0.85,-0.07
1747090555552,2025-05-12T22:55:55.552000,1.552,0.1,-0.82,-0.08
1747090555562,2025-05-12T22:55:55.562000,1.562,0.08,-0.75,-0.06
1747090555572,2025-05-12T22:55:55.572000,1.572,0.02,-0.72,-0.04
1747090555582,2025-05-12T22:55:55.582000,1.582,-0.12,-0.78,0.07
1747090555592,2025-05-12T22:55:55.592000,1.592,-0.27,-0.89,0.15
1747090555602,2025-05-12T22:55:55.602000,1.602,-0.35,-1.0,0.16
1747090555612,2025-05-12T22:55:55.612000,1.612,-0.35,-1.07,0.12
1747090555622,2025-05-12T22:55:55.622000,1.622,-0.28,-1.12,0.06
1747090555632,2025-05-12T22:55:55.632000,1.632,-0.25,-1.05,0.07
1747090555642,2025-05-12T22:55:55.642000,1.642,-0.16,-0.84,-0.04
1747090555652,2025-05-12T22:55:55.652000,1.652,0.06,-0.51,-0.2
1747090555662,2025-05-12T22:55:55.662000,1.662,0.31,-0.27,-0.25
1747090555672,2025-05-12T22:55:55.672000,1.672,0.43,-0.15,-0.16
1747090555682,2025-05-12T22:55:55.682000,1.682,0.36,-0.23,-0.04
1747090555692,2025-05-12T22:55:55.692000,1.692,0.35,-0.35,-0.09
1747090555701,2025-05-12T22:55:55.701000,1.701,0.49,-0.41,-0.22
1747090555711,2025-05-12T22:55:55.711000,1.711,0.7,-0.37,-0.41
1747090555721,2025-05-12T22:55:55.721000,1.721,0.83,-0.3,-0.49
1747090555731,2025-05-12T22:55:55.731000,1.731,0.95,-0.24,-0.47
1747090555741,2025-05-12T22:55:55.741000,1.741,1.01,-0.24,-0.3
1747090555751,2025-05-12T22:55:55.751000,1.751,0.99,-0.27,-0.15
1747090555761,2025-05-12T22:55:55.761000,1.761,0.84,-0.32,-0.21
1747090555771,2025-05-12T22:55:55.771000,1.771,0.73,-0.28,-0.36
1747090555781,2025-05-12T22:55:55.781000,1.781,0.69,-0.15,-0.55
1747090555791,2025-05-12T22:55:55.791000,1.791,0.64,-0.02,-0.67
1747090555801,2025-05-12T22:55:55.801000,1.801,0.6,0.03,-0.78
1747090555811,2025-05-12T22:55:55.811000,1.811,0.54,-0.06,-0.86
1747090555821,2025-05-12T22:55:55.821000,1.821,0.49,-0.3,-0.77
1747090555831,2025-05-12T22:55:55.831000,1.831,0.46,-0.52,-0.68
1747090555841,2025-05-12T22:55:55.841000,1.841,0.46,-0.58,-0.64
1747090555851,2025-05-12T22:55:55.851000,1.851,0.45,-0.51,-0.6
1747090555861,2025-05-12T22:55:55.861000,1.861,0.46,-0.34,-0.53
1747090555871,2025-05-12T22:55:55.871000,1.871,0.47,-0.11,-0.52
1747090555880,2025-05-12T22:55:55.880000,1.88,0.55,0.15,-0.57
1747090555890,2025-05-12T22:55:55.890000,1.89,0.63,0.39,-0.74
1747090555900,2025-05-12T22:55:55.900000,1.9,0.67,0.59,-0.97
1747090555911,2025-05-12T22:55:55.911000,1.911,0.59,0.73,-1.18
1747090555920,2025-05-12T22:55:55.920000,1.92,0.44,0.79,-1.23
1747090555930,2025-05-12T22:55:55.930000,1.93,0.29,0.85,-1.33
1747090555940,2025-05-12T22:55:55.940000,1.94,0.19,0.87,-1.54
1747090555950,2025-05-12T22:55:55.950000,1.95,0.18,0.92,-1.74
1747090555960,2025-05-12T22:55:55.960000,1.96,0.26,0.98,-1.78
1747090555970,2025-05-12T22:55:55.970000,1.97,0.37,1.0,-1.69
1747090555980,2025-05-12T22:55:55.980000,1.98,0.43,0.96,-1.5
1747090555990,2025-05-12T22:55:55.990000,1.99,0.47,0.81,-1.29
1747090556000,2025-05-12T22:55:56.000000,2.0,0.44,0.65,-1.07
1747090556010,2025-05-12T22:55:56.010000,2.01,0.39,0.48,-0.82
1747090556020,2025-05-12T22:55:56.020000,2.02,0.31,0.4,-0.52
1747090556030,2025-05-12T22:55:56.030000,2.03,0.24,0.36,-0.34
1747090556040,2025-05-12T22:55:56.040000,2.04,0.23,0.41,-0.32
1747090556050,2025-05-12T22:55:56.050000,2.05,0.33,0.48,-0.38
1747090556060,2025-05-12T22:55:56.060000,2.06,0.5,0.56,-0.42
1747090556070,2025-05-12T22:55:56.070000,2.07,0.65,0.63,-0.39
1747090556080,2025-05-12T22:55:56.080000,2.08,0.75,0.65,-0.33
1747090556090,2025-05-12T22:55:56.090000,2.09,0.75,0.63,-0.24
1747090556099,2025-05-12T22:55:56.099000,2.099,0.65,0.56,-0.06
1747090556109,2025-05-12T22:55:56.109000,2.109,0.48,0.44,0.27
1747090556119,2025-05-12T22:55:56.119000,2.119,0.24,0.29,0.5
1747090556129,2025-05-12T22:55:56.129000,2.129,0.06,0.15,0.39
1747090556139,2025-05-12T22:55:56.139000,2.139,-0.04,0.07,0.2
1747090556149,2025-05-12T22:55:56.149000,2.149,-0.05,0.1,0.03
1747090556159,2025-05-12T22:55:56.159000,2.159,-0.07,0.16,0.05
1747090556169,2025-05-12T22:55:56.169000,2.169,-0.16,0.22,0.32
1747090556179,2025-05-12T22:55:56.179000,2.179,-0.29,0.23,0.68
1747090556189,2025-05-12T22:55:56.189000,2.189,-0.43,0.18,0.99
1747090556199,2025-05-12T22:55:56.199000,2.199,-0.57,0.13,1.14
1747090556209,2025-05-12T22:55:56.209000,2.209,-0.71,0.05,1.14
1747090556219,2025-05-12T22:55:56.219000,2.219,-0.81,-0.07,1.1
1747090556229,2025-05-12T22:55:56.229000,2.229,-0.87,-0.15,0.97
1747090556239,2025-05-12T22:55:56.239000,2.239,-0.82,-0.2,0.74
1747090556249,2025-05-12T22:55:56.249000,2.249,-0.68,-0.22,0.64
1747090556259,2025-05-12T22:55:56.259000,2.259,-0.56,-0.28,0.55
1747090556269,2025-05-12T22:55:56.269000,2.269,-0.46,-0.31,0.39
1747090556279,2025-05-12T22:55:56.279000,2.279,-0.35,-0.29,0.33
1747090556288,2025-05-12T22:55:56.288000,2.288,-0.19,-0.18,0.4
1747090556298,2025-05-12T22:55:56.298000,2.298,-0.06,-0.06,0.58
1747090556308,2025-05-12T22:55:56.308000,2.308,0.0,0.04,0.73
1747090556318,2025-05-12T22:55:56.318000,2.318,0.02,0.08,0.85
1747090556328,2025-05-12T22:55:56.328000,2.328,0.04,0.06,0.95
1747090556338,2025-05-12T22:55:56.338000,2.338,0.03,0.03,0.95
1747090556348,2025-05-12T22:55:56.348000,2.348,-0.07,0.06,0.79
1747090556358,2025-05-12T22:55:56.358000,2.358,-0.2,0.16,0.58
1747090556368,2025-05-12T22:55:56.368000,2.368,-0.27,0.35,0.32
1747090556378,2025-05-12T22:55:56.378000,2.378,-0.29,0.55,0.14
1747090556388,2025-05-12T22:55:56.388000,2.388,-0.28,0.71,0.11
1747090556398,2025-05-12T22:55:56.398000,2.398,-0.28,0.79,0.21
1747090556408,2025-05-12T22:55:56.408000,2.408,-0.33,0.72,0.4
1747090556418,2025-05-12T22:55:56.418000,2.418,-0.41,0.58,0.54
1747090556428,2025-05-12T22:55:56.428000,2.428,-0.47,0.42,0.55
1747090556438,2025-05-12T22:55:56.438000,2.438,-0.48,0.35,0.47
1747090556448,2025-05-12T22:55:56.448000,2.448,-0.43,0.37,0.44
1747090556458,2025-05-12T22:55:56.458000,2.458,-0.36,0.39,0.45
1747090556468,2025-05-12T22:55:56.468000,2.468,-0.3,0.38,0.56
1747090556478,2025-05-12T22:55:56.478000,2.478,-0.19,0.35,0.6
1747090556487,2025-05-12T22:55:56.487000,2.487,-0.06,0.33,0.53
1747090556497,2025-05-12T22:55:56.497000,2.497,0.06,0.31,0.44
1747090556507,2025-05-12T22:55:56.507000,2.507,0.07,0.3,0.32
1747090556517,2025-05-12T22:55:56.517000,2.517,0.05,0.3,0.32
1747090556527,2025-05-12T22:55:56.527000,2.527,0.01,0.24,0.24
1747090556537,2025-05-12T22:55:56.537000,2.537,-0.02,0.21,0.01
1747090556547,2025-05-12T22:55:56.547000,2.547,0.01,0.27,-0.21
1747090556557,2025-05-12T22:55:56.557000,2.557,0.04,0.37,-0.47
1747090556567,2025-05-12T22:55:56.567000,2.567,0.1,0.49,-0.44
1747090556577,2025-05-12T22:55:56.577000,2.577,0.17,0.56,-0.22
1747090556587,2025-05-12T22:55:56.587000,2.587,0.2,0.54,0.04
1747090556597,2025-05-12T22:55:56.597000,2.597,0.24,0.44,0.18
1747090556607,2025-05-12T22:55:56.607000,2.607,0.27,0.32,0.12
1747090556617,2025-05-12T22:55:56.617000,2.617,0.32,0.26,-0.04
1747090556627,2025-05-12T22:55:56.627000,2.627,0.4,0.27,-0.15
1747090556637,2025-05-12T22:55:56.637000,2.637,0.44,0.33,-0.13
1747090556647,2025-05-12T22:55:56.647000,2.647,0.45,0.43,-0.09
1747090556657,2025-05-12T22:55:56.657000,2.657,0.48,0.51,0.05
1747090556667,2025-05-12T22:55:56.667000,2.667,0.58,0.63,0.18
1747090556676,2025-05-12T22:55:56.676000,2.676,0.68,0.72,0.23
1747090556686,2025-05-12T22:55:56.686000,2.686,0.78,0.79,0.4
1747090556696,2025-05-12T22:55:56.696000,2.696,0.77,0.79,0.52
1747090556706,2025-05-12T22:55:56.706000,2.706,0.7,0.77,0.58
1747090556716,2025-05-12T22:55:56.716000,2.716,0.59,0.73,0.7
1747090556726,2025-05-12T22:55:56.726000,2.726,0.58,0.68,0.85
1747090556736,2025-05-12T22:55:56.736000,2.736,0.68,0.62,1.02
1747090556746,2025-05-12T22:55:56.746000,2.746,0.81,0.58,1.09
1747090556756,2025-05-12T22:55:56.756000,2.756,0.87,0.52,1.03
1747090556766,2025-05-12T22:55:56.766000,2.766,0.82,0.47,1.01
1747090556776,2025-05-12T22:55:56.776000,2.776,0.72,0.42,1.04
1747090556786,2025-05-12T22:55:56.786000,2.786,0.57,0.33,0.97
1747090556796,2025-05-12T22:55:56.796000,2.796,0.49,0.23,0.82
1747090556806,2025-05-12T22:55:56.806000,2.806,0.49,0.17,0.67
1747090556816,2025-05-12T22:55:56.816000,2.816,0.53,0.12,0.42
1747090556826,2025-05-12T22:55:56.826000,2.826,0.57,0.1,0.22
1747090556836,2025-05-12T22:55:56.836000,2.836,0.56,0.08,0.05
1747090556846,2025-05-12T22:55:56.846000,2.846,0.5,0.03,-0.02
1747090556856,2025-05-12T22:55:56.856000,2.856,0.47,-0.06,0.14
1747090556865,2025-05-12T22:55:56.865000,2.865,0.56,-0.16,0.24
1747090556876,2025-05-12T22:55:56.876000,2.876,0.69,-0.29,0.17
1747090556885,2025-05-12T22:55:56.885000,2.885,0.73,-0.36,-0.1
1747090556895,2025-05-12T22:55:56.895000,2.895,0.66,-0.35,-0.47
1747090556906,2025-05-12T22:55:56.906000,2.906,0.53,-0.29,-0.72
1747090556915,2025-05-12T22:55:56.915000,2.915,0.45,-0.24,-0.78
1747090556925,2025-05-12T22:55:56.925000,2.925,0.51,-0.21,-0.71
1747090556935,2025-05-12T22:55:56.935000,2.935,0.65,-0.22,-0.6
1747090556945,2025-05-12T22:55:56.945000,2.945,0.81,-0.28,-0.43
1747090556955,2025-05-12T22:55:56.955000,2.955,0.88,-0.43,-0.07
1747090556965,2025-05-12T22:55:56.965000,2.965,0.82,-0.62,0.05
1747090556975,2025-05-12T22:55:56.975000,2.975,0.65,-0.85,0.14
1747090556985,2025-05-12T22:55:56.985000,2.985,0.46,-0.98,-0.04
1747090556995,2025-05-12T22:55:56.995000,2.995,0.3,-1.05,-0.21
1747090557005,2025-05-12T22:55:57.005000,3.005,0.19,-1.02,-0.4
1747090557015,2025-05-12T22:55:57.015000,3.015,0.1,-0.91,-0.61
1747090557025,2025-05-12T22:55:57.025000,3.025,0.05,-0.74,-0.74
1747090557035,2025-05-12T22:55:57.035000,3.035,-0.03,-0.56,-0.83
1747090557045,2025-05-12T22:55:57.045000,3.045,-0.1,-0.42,-0.77
1747090557055,2025-05-12T22:55:57.055000,3.055,-0.15,-0.31,-0.78
1747090557065,2025-05-12T22:55:57.065000,3.065,-0.08,-0.23,-0.8
1747090557074,2025-05-12T22:55:57.074000,3.074,0.09,-0.15,-0.78
1747090557085,2025-05-12T22:55:57.085000,3.085,0.28,-0.08,-0.81
1747090557094,2025-05-12T22:55:57.094000,3.094,0.39,-0.03,-0.9
1747090557104,2025-05-12T22:55:57.104000,3.104,0.49,0.02,-0.89
1747090557114,2025-05-12T22:55:57.114000,3.114,0.59,0.06,-0.77
1747090557124,2025-05-12T22:55:57.124000,3.124,0.65,0.06,-0.59
1747090557134,2025-05-12T22:55:57.134000,3.134,0.69,0.05,-0.52
1747090557144,2025-05-12T22:55:57.144000,3.144,0.69,-0.02,-0.45
1747090557154,2025-05-12T22:55:57.154000,3.154,0.59,-0.13,-0.31
1747090557164,2025-05-12T22:55:57.164000,3.164,0.48,-0.29,-0.28
1747090557174,2025-05-12T22:55:57.174000,3.174,0.44,-0.42,-0.42
1747090557184,2025-05-12T22:55:57.184000,3.184,0.51,-0.5,-0.58
1747090557194,2025-05-12T22:55:57.194000,3.194,0.56,-0.5,-0.79
1747090557204,2025-05-12T22:55:57.204000,3.204,0.52,-0.44,-0.96
1747090557214,2025-05-12T22:55:57.214000,3.214,0.42,-0.35,-1.02
1747090557224,2025-05-12T22:55:57.224000,3.224,0.41,-0.26,-0.97
1747090557234,2025-05-12T22:55:57.234000,3.234,0.49,-0.18,-0.87
1747090557244,2025-05-12T22:55:57.244000,3.244,0.56,-0.17,-0.63
1747090557254,2025-05-12T22:55:57.254000,3.254,0.62,-0.18,-0.31
1747090557264,2025-05-12T22:55:57.264000,3.264,0.63,-0.28,-0.02
1747090557273,2025-05-12T22:55:57.273000,3.273,0.63,-0.42,-0.01
1747090557283,2025-05-12T22:55:57.283000,3.283,0.59,-0.52,-0.23
1747090557294,2025-05-12T22:55:57.294000,3.294,0.62,-0.39,-0.39
1747090557303,2025-05-12T22:55:57.303000,3.303,0.7,-0.16,-0.31
1747090557313,2025-05-12T22:55:57.313000,3.313,0.78,0.1,-0.19
1747090557323,2025-05-12T22:55:57.323000,3.323,0.75,0.19,-0.13
1747090557333,2025-05-12T22:55:57.333000,3.333,0.6,0.2,-0.02
1747090557343,2025-05-12T22:55:57.343000,3.343,0.38,0.21,0.17
1747090557353,2025-05-12T22:55:57.353000,3.353,0.2,0.16,0.33
1747090557363,2025-05-12T22:55:57.363000,3.363,0.14,0.13,0.3
1747090557373,2025-05-12T22:55:57.373000,3.373,0.19,0.19,0.22
1747090557383,2025-05-12T22:55:57.383000,3.383,0.32,0.25,0.26
1747090557393,2025-05-12T22:55:57.393000,3.393,0.39,0.31,0.45
1747090557403,2025-05-12T22:55:57.403000,3.403,0.33,0.35,0.56
1747090557413,2025-05-12T22:55:57.413000,3.413,0.18,0.37,0.57
1747090557423,2025-05-12T22:55:57.423000,3.423,0.09,0.35,0.52
1747090557433,2025-05-12T22:55:57.433000,3.433,0.07,0.31,0.45
1747090557443,2025-05-12T22:55:57.443000,3.443,0.12,0.29,0.4
1747090557453,2025-05-12T22:55:57.453000,3.453,0.26,0.25,0.46
1747090557463,2025-05-12T22:55:57.463000,3.463,0.4,0.22,0.65
1747090557473,2025-05-12T22:55:57.473000,3.473,0.36,0.17,0.75
1747090557482,2025-05-12T22:55:57.482000,3.482,0.21,0.1,0.72
1747090557492,2025-05-12T22:55:57.492000,3.492,0.08,0.01,0.61
1747090557502,2025-05-12T22:55:57.502000,3.502,0.01,-0.09,0.54
1747090557512,2025-05-12T22:55:57.512000,3.512,0.02,-0.18,0.47
1747090557522,2025-05-12T22:55:57.522000,3.522,0.05,-0.28,0.41
