time,ax,ay,az,atotal
12.955,-0.02,0.06,-0.27,0.27
12.965,-0.04,0.06,-0.33,0.34
12.975,-0.04,0.13,-0.29,0.32
12.985,-0.02,0.24,-0.22,0.33
12.994,-0.04,0.34,-0.06,0.35
13.005,-0.06,0.38,0.16,0.42
13.014,-0.14,0.38,0.27,0.49
13.024,-0.20,0.33,0.26,0.46
13.034,-0.25,0.25,0.12,0.37
13.044,-0.23,0.19,-0.02,0.30
13.054,-0.08,0.11,-0.10,0.17
13.064,0.11,0.06,-0.00,0.12
13.074,0.26,0.01,0.18,0.32
13.084,0.37,-0.04,0.11,0.39
13.094,0.47,-0.09,0.11,0.49
13.104,0.55,-0.14,0.15,0.58
13.114,0.54,-0.14,0.04,0.56
13.124,0.46,-0.14,-0.19,0.52
13.134,0.38,-0.11,-0.22,0.45
13.144,0.32,-0.13,0.09,0.36
13.154,0.35,-0.17,0.14,0.41
13.164,0.40,-0.22,-0.07,0.46
13.174,0.45,-0.27,-0.15,0.54
13.184,0.44,-0.27,-0.31,0.60
13.193,0.38,-0.27,-0.38,0.60
13.203,0.31,-0.22,-0.44,0.58
13.213,0.27,-0.17,-0.40,0.51
13.223,0.24,-0.13,-0.33,0.43
13.233,0.24,-0.15,-0.32,0.43
13.243,0.30,-0.18,-0.27,0.44
13.253,0.46,-0.22,-0.03,0.51
13.263,0.55,-0.22,0.10,0.60
13.273,0.65,-0.23,-0.10,0.70
13.283,0.74,-0.25,-0.17,0.80
13.293,0.78,-0.25,-0.06,0.82
13.303,0.85,-0.29,0.11,0.90
13.313,1.00,-0.40,0.48,1.18
13.323,1.29,-0.52,1.01,1.72
13.333,1.53,-0.61,1.02,1.93
13.343,1.56,-0.68,0.93,1.94
13.353,1.42,-0.60,0.33,1.58
13.363,1.22,-0.43,-0.07,1.29
13.373,0.94,-0.20,-0.09,0.96
13.383,0.68,0.06,-0.14,0.70
13.393,0.47,0.15,-0.36,0.61
13.402,0.26,0.15,-0.46,0.55
13.412,0.11,0.16,-0.39,0.43
13.422,0.02,0.16,-0.42,0.45
13.432,-0.01,0.14,-0.47,0.49
13.442,0.03,0.23,-0.52,0.57
13.452,0.14,0.31,-0.63,0.72
13.462,0.34,0.39,-0.78,0.93
13.472,0.50,0.40,-0.85,1.06
13.482,0.51,0.31,-0.75,0.96
13.492,0.41,0.17,-0.58,0.73
13.502,0.33,0.03,-0.47,0.57
13.512,0.36,-0.06,-0.47,0.60
13.522,0.44,-0.02,-0.57,0.72
13.532,0.43,0.07,-0.53,0.69
13.542,0.34,0.20,-0.40,0.56
13.552,0.27,0.32,-0.33,0.53
13.562,0.23,0.38,-0.31,0.54
13.572,0.23,0.37,-0.30,0.52
13.582,0.18,0.28,-0.32,0.47
13.592,0.10,0.14,-0.28,0.32
13.602,0.05,-0.03,-0.14,0.15
13.611,0.03,-0.14,-0.05,0.15
13.621,0.10,-0.24,0.03,0.26
13.631,0.19,-0.25,0.03,0.32
13.641,0.21,-0.21,0.02,0.30
13.651,0.09,-0.14,0.00,0.17
13.661,0.02,-0.09,-0.00,0.09
13.671,-0.02,-0.07,-0.05,0.09
13.681,-0.06,-0.06,-0.09,0.12
13.691,-0.06,-0.10,-0.08,0.14
13.701,-0.07,-0.15,-0.14,0.21
13.711,-0.07,-0.21,-0.24,0.33
13.721,-0.07,-0.25,-0.24,0.35
13.731,-0.07,-0.31,-0.13,0.34
13.741,-0.09,-0.34,-0.10,0.36
13.751,-0.12,-0.33,-0.13,0.37
13.761,-0.08,-0.29,-0.15,0.34
13.771,0.01,-0.32,-0.16,0.36
13.781,0.16,-0.34,-0.21,0.43
13.790,0.28,-0.34,-0.36,0.57
13.800,0.36,-0.34,-0.58,0.77
13.810,0.43,-0.36,-0.74,0.93
13.820,0.48,-0.33,-0.82,1.00
13.830,0.49,-0.30,-0.87,1.04
13.840,0.58,-0.31,-0.91,1.12
13.850,0.82,-0.29,-0.97,1.31
13.860,1.22,-0.26,-0.93,1.55
13.870,1.63,-0.28,-0.75,1.81
13.880,1.93,-0.37,-0.50,2.03
13.890,2.13,-0.50,-0.27,2.21
13.900,2.24,-0.63,-0.15,2.33
13.910,2.21,-0.77,-0.15,2.35
13.920,1.96,-0.91,-0.22,2.17
13.930,1.50,-0.97,-0.38,1.82
13.940,1.01,-0.86,-0.69,1.49
13.950,0.77,-0.56,-1.00,1.38
13.960,0.83,-0.14,-1.23,1.49
13.970,1.01,0.29,-1.39,1.74
13.979,1.09,0.60,-1.36,1.84
13.989,1.07,0.74,-1.04,1.66
13.999,0.87,0.76,-0.60,1.30
14.009,0.57,0.60,-0.18,0.85
14.019,0.27,0.31,0.22,0.47
14.029,0.10,-0.04,0.48,0.49
14.039,-0.01,-0.30,0.66,0.72
14.049,-0.14,-0.42,0.86,0.97
14.059,-0.32,-0.42,0.88,1.03
14.069,-0.55,-0.36,0.72,0.98
14.079,-0.72,-0.17,0.63,0.97
14.089,-0.83,0.08,0.59,1.02
14.099,-0.96,0.24,0.56,1.14
14.109,-1.11,0.30,0.52,1.26
14.119,-1.21,0.30,0.48,1.33
14.129,-1.17,0.25,0.45,1.28
14.139,-1.00,0.23,0.39,1.10
14.149,-0.66,0.28,0.32,0.78
14.159,-0.36,0.34,0.32,0.59
14.169,-0.36,0.37,0.28,0.59
14.179,-0.56,0.37,0.08,0.68
14.188,-0.77,0.30,-0.06,0.83
14.198,-0.89,0.30,0.21,0.96
14.208,-0.83,0.39,0.70,1.16
14.219,-0.69,0.37,1.10,1.36
14.228,-0.63,0.32,1.20,1.39
14.238,-0.78,0.33,1.06,1.36
14.248,-0.89,0.42,0.85,1.30
14.258,-0.86,0.52,0.55,1.15
14.268,-0.80,0.52,0.28,0.99
14.278,-0.77,0.46,0.17,0.91
14.288,-0.71,0.36,0.24,0.83
14.298,-0.58,0.25,0.31,0.70
14.308,-0.44,0.20,0.28,0.56
14.318,-0.34,0.21,0.21,0.46
14.328,-0.28,0.27,0.17,0.42
14.338,-0.25,0.33,0.11,0.43
14.348,-0.30,0.32,-0.03,0.44
14.358,-0.36,0.31,-0.07,0.48
14.368,-0.40,0.31,-0.08,0.51
14.378,-0.38,0.31,-0.06,0.49
14.387,-0.34,0.28,-0.05,0.45
14.397,-0.32,0.17,0.00,0.36
14.407,-0.34,-0.01,0.10,0.36
14.417,-0.38,-0.06,0.46,0.60
14.427,-0.24,-0.04,0.79,0.82
14.437,0.03,-0.10,0.80,0.81
14.447,0.23,-0.16,0.67,0.72
14.457,0.29,-0.18,0.45,0.56
14.467,0.27,-0.19,0.19,0.39
14.477,0.23,-0.19,0.01,0.30
14.487,0.20,-0.17,-0.11,0.29
14.497,0.21,-0.13,-0.15,0.29
14.507,0.29,-0.10,-0.13,0.33
14.517,0.47,-0.08,0.01,0.47
14.527,0.63,-0.04,0.08,0.63
14.537,0.66,-0.11,0.01,0.67
14.547,0.60,-0.17,-0.14,0.64
14.557,0.51,-0.21,-0.19,0.58
14.567,0.43,-0.20,-0.25,0.54
14.576,0.37,-0.20,-0.33,0.53
14.586,0.38,-0.22,-0.30,0.53
14.596,0.41,-0.21,-0.14,0.48
14.607,0.34,-0.21,-0.01,0.40
14.617,0.24,-0.25,0.28,0.45
14.626,0.14,0.01,0.59,0.61
14.636,-0.08,-0.01,0.03,0.08
14.646,-0.38,-0.28,-0.66,0.81
14.656,-0.71,-0.30,-1.11,1.35
